,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
703,IIIT Vadodara,India,0.006666867,0.006667498,0.006666701,0.939997733,0.006666697,0.006666993,0.006666758,0.006666905,0.006667005,0.006666842,"['Augmented reality', 'Immersive Experience', 'Three-dimensional displays', 'Interactive Experience', 'Head-mounted Display', 'Abstract Concepts', 'Mobile applications', 'Virtual environments', 'Student Experience', 'Phone Screen', 'Virtual Objects', 'Experience Of Engagement', 'Application Interface', 'User Experience', 'Augmented Reality Applications', 'Immersive Learning', 'Physical Experiments', 'Subjective Testing', 'Flat Surface', 'Gravity Values', 'Science Education', 'Learning Experiences', 'Physical Laboratory', 'Virtual Laboratory', 'Experimental Technologies', 'Conceptual Understanding', 'Transforms', 'Physical Hardware', 'Newton’s Second Law', 'Physical Education', 'Augmented Reality Technology', 'Executive Tests', 'Scientific Concepts', 'Virtually', 'Majority Of Students', 'Interactive Learning', 'Protractor', 'Solid modeling', 'Inelastic Collisions', 'Mobile Devices', 'Education']",covid 19 analysis optical acid,4,Disease Analysis
704,IISc,India,0.756874033,0.000990278,0.000990233,0.000990135,0.000990126,0.000990126,0.000990133,0.000990114,0.000990314,0.23520451,"['Codes', 'Costs', 'Delivery Phase', 'Servers', 'File Content', 'Cache Size', 'Conferences', 'User-generated Content', 'Optimal Rate', 'Product Design', 'User Cost', 'Content Caching', 'Set Of Integers', 'Time In Column', 'Information retrieval', 'Private Information Retrieval']",learning network data model neural,3,Artificial Intelligence
705,IIT Madras,India,0.657205133,0.07332879,0.00136992,0.001370225,0.001370022,0.108429033,0.001370169,0.027979481,0.12620714,0.001370087,"['Inverter Current', 'Harmonic analysis', 'Formal Approach', 'Control Loop', 'Inverter Voltage', 'Harmonic Distortion', 'Inverter Output', 'Phase locked loops', 'Power system harmonics', 'Harmonic Components', 'MSRF PLL', 'Reference Frame', 'Three-Loop-Control (TLC)', 'Equivalent Circuit Model', 'Grid Current', 'Compensation Control', 'Feedforward Control', 'Equivalent Circuit', 'Inverter Output Voltage', 'Power Quality', 'Grid-tied Inverter', 'Harmonic distortion', 'Harmonic elimination', 'Frequency Components', 'Feedforward systems', 'Angle Estimation', 'Current Harmonics', 'Inverters', 'Grid Voltage', 'Harmonic Frequencies', 'Grid-Tied Inverters', 'PI Controller', 'Synchronous Frame', 'Present Approach', 'Filter Capacitor', 'Mathematical models', 'Control Strategy', 'Low-pass', 'Distributed Energy Resources', 'Voltage Compensation', 'Grid Impedance']",learning network data model neural,3,Artificial Intelligence
707,IMEC,Belgium,0.871426643,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.01428671,0.014285714,0.01428593,0.014286431,"['Probes', 'Stacking', 'Through-silicon vias', 'Testing', 'Substrates', 'Silicon', 'Costs']",learning network data model neural,3,Artificial Intelligence
709,IMT Atlantique,Algeria,0.978046887,0.00243947,0.002439057,0.002439859,0.002439048,0.002439073,0.002439063,0.002439052,0.002439371,0.00243912,"['wideband channels', 'Orthogonal Frequency Division Multiplexing', 'Wireless communication', 'Elevation Angle', 'Complex Gaussian Distribution', 'Uniform Distribution', 'Orthogonal Matching Pursuit', 'Mm-wave Frequencies', 'Power Allocation Scheme', 'Nonzero Singular Values', 'Spectral efficiency', 'hybrid pre- coder/combiner design', 'Singular Value', 'High Communication', 'Radio Frequency Chains', 'Number Of Chains', 'Millimeter wave communication', 'mmWave Channel', 'Geometric Mean', 'Channel Matrix', 'Optimal Combination', 'Allocation Scheme', 'Frequency Selectivity', 'Resource management', 'Spectral Efficiency', 'Complexity theory', 'Matrix Factorization', 'Hybrid Architecture', 'MmWave MIMO OFDM system', 'geometric mean decomposition', 'Signal-to-noise', 'Singular Value Decomposition', 'Simulation', 'mmWave Signals', 'Antenna Array', 'OFDM', 'Wave Communication', 'Millimeter Wave Communication', 'Power Amplifier', 'mmWave MIMO-OFDM Systems', 'Orthogonal Matching Pursuit Algorithm', 'MO-AltMin algorithm']",learning network data model neural,3,Artificial Intelligence
711,INFN,France,0.006251042,0.241656576,0.006250235,0.006250774,0.006250177,0.00625094,0.006250991,0.0062529,0.708335903,0.006250462,"['Large detector-systems performance', 'Particle identification methods', 'Performance of High Energy Physics Detectors']",energy power voltage analysis electric,8,Energy and Power Systems
712,INPHOTEC,Italy,0.727289637,0.1259369,0.001282152,0.070457918,0.001282102,0.001282206,0.001282252,0.001282111,0.068622549,0.001282173,"['Temperature', 'Graphene', 'Quadrature Phase Shift Keying', 'Real-time Oscilloscope', 'Bit Error Rate', 'Binary Shift', 'Quadrature Phase Shift', 'Eye Diagrams', 'Optical materials', 'Optical sensors', 'Phase Shift Keying', 'Differential Signal', 'Chemical Vapor Deposition', 'Dual-channel', 'Constellation Diagram', 'Bit Error', 'Photonic Applications', 'Binary phase shift keying', 'Binary Phase Shift Keying', 'Phase Shift', 'Key Modulator', 'Coherent Receiver', 'Temperature sensors', 'Great Potential For Applications', 'Mach-Zehnder Modulator', 'Optical modulation']",learning network data model neural,3,Artificial Intelligence
715,ISIS Neutron and Muon Source,United Kingdom,0.566822486,0.006251966,0.006250313,0.006251475,0.006250364,0.006250887,0.006250848,0.006251306,0.006250979,0.383169375,"['amphipol', 'deuteration', 'membrane proteins', 'small-angle neutron scattering']",learning network data model neural,3,Artificial Intelligence
716,ITRDC,Iraq,0.987999444,0.001333365,0.001333375,0.001333358,0.001333361,0.00133342,0.001333387,0.001333348,0.001333422,0.001333519,"['Least Connection (LC)', 'Network Devices', 'Network Administrators', 'Control Plane', 'Load management', 'Average Response Time', 'Switches', 'Load Balancing Algorithm', 'Software algorithms', 'Load Current', 'Time Parameters', 'Network Environment', 'Measurement', 'POX', 'OpenFlow', 'Learning Algorithms', 'Transfer Rate', 'Software Defined Networking (SDN)', 'Response Time', 'Data science', 'Throughput', 'Round Robin', 'load balancing (LB)', 'Round Robin (RR)', 'Transfer Time', 'Network Performance', 'Network Topology', 'Performance analysis', 'Weighted Round Robin (WRR)', 'Homogeneous Environment', 'Traffic Flow', 'Load Balancing', 'Mininet', 'Routing', 'Single Switch', 'POX Controller']",learning network data model neural,3,Artificial Intelligence
717,Ibn Tofail,Morocco,0.739623079,0.001063975,0.001063854,0.001063915,0.001063863,0.251865531,0.001063868,0.001063916,0.001064129,0.00106387,"['Security', 'Information science', 'Security Policy', 'Component Of Security', 'Traffic Flow', 'Security Control', 'Resilience', 'Dynamic Nature', 'Network function virtualization', 'Software defined networking', 'Identity Management', 'Cybersecurity', 'Application Programming Interface', 'Security Architecture', 'Intrusion Detection System', 'Functional Networks', 'nfv', 'Security Measures', 'Vulnerability Assessment', 'Multi-party Computation', 'Information Leakage', 'Security Challenges', 'Management Of Events', 'Control Plane', 'Information Security', 'Unauthorized Access', 'Organizations', 'Security Risks', 'Access Control', 'Software Components', 'Virtual Network Functions', 'Monitoring Mechanisms', 'Management System', 'security', 'Critical Assets', 'Security Considerations', 'Encryption', 'Load Balancing', 'sdn']",learning network data model neural,3,Artificial Intelligence
718,Ibn Tofail University,Morocco,0.014285777,0.014286066,0.161649726,0.35800053,0.014286164,0.380343992,0.014286391,0.014289529,0.014286111,0.014285714,"['Contracts', 'Public Procurement', 'artificial intelligence', 'Repetitive Tasks', 'Public Administration', 'Bibliographies', 'Bidding', 'Object recognition', 'Procurement', 'Procurement Process', 'purchasing', 'corruption', 'Artificial intelligence', 'Task analysis', 'Public Agencies', 'Need For Expression', 'Case-based Reasoning', 'Artificial Intelligence', 'Use Of Artificial Intelligence', 'Unstructured Data', 'Logistics', 'public procurement']",control species activity antioxidant thailand,6,Environmental Science
719,Icahn School of Medicine at Mount Sinai,Thailand,0.00833451,0.008333604,0.008333424,0.008333551,0.00833342,0.008333365,0.008333368,0.924997709,0.008333648,0.0083334,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
721,Imam Abdulrahman Bin Faisal University,Saudi Arabia,0.001250576,0.001250367,0.001250337,0.001250234,0.001250129,0.20123869,0.001250349,0.001250162,0.788758685,0.001250472,"['Data visualization', 'Attrition Rate', 'Job Satisfaction', 'Doctoral Degree', 'Machine learning', 'employee attrition', 'Female Employees', 'Number Of Years', 'Majority Of Employees', 'Patterns In Data', 'Proportion Of Employees', 'knowledge discovery', 'Engineering profession', 'Bayesian Classifier', 'data mining', 'Knowledge Discovery', 'K-nearest Neighbor', 'Younger Employees', 'weka', 'Work Environment', 'Information technology', 'Employee Performance', 'data science', 'Bachelor Degree', 'machine learning', 'pattern analysis', 'Employee Attrition', 'Overtime Work', 'Knowledge discovery', 'Data Visualization', 'Data Mining', 'Software', 'Single Employer', 'Turnover Intention', 'Percentage Of Employees', 'Data Mining Software', 'Support Vector Machine', 'Part Of Future Work', 'employee turnover', 'Monthly Income', 'Business Travel', 'Job Role', 'Job Involvement', 'Data mining', 'Data Mining Methods']",energy power voltage analysis electric,8,Energy and Power Systems
722,Imperial College London,France,0.003333349,0.003334481,0.096985696,0.003333754,0.003334135,0.003333736,0.003333437,0.003334367,0.00333383,0.876343216,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)']",thailand social business based technology,1,Social and Business Studies
724,Incorporated,Thailand,0.740589154,0.011112722,0.011113402,0.011111148,0.0111151,0.011116235,0.01111448,0.011111655,0.01111217,0.170503935,"['Covariance', 'Flow regime', 'Interfacial area concentration', 'Rod bundle', 'Void fraction']",learning network data model neural,3,Artificial Intelligence
725,Independent Consultant,Belgium,0.245822108,0.009091282,0.009091305,0.009090935,0.681446309,0.009092057,0.009091921,0.009091389,0.009091332,0.009091362,"['Cambodia', 'catastrophic health expenditure', 'health economics', 'health financing', 'inequality', 'out-of-pocket health expenditure', 'poverty', 'survey']",hiv thailand bone cells poly,5,Biomedical Research
726,Independent University of Bangladesh,Bangladesh,0.002326105,0.619301578,0.002325633,0.037106162,0.002325654,0.327311737,0.002325747,0.002325647,0.002326054,0.002325682,"['Food Products', 'Food Waste', 'Microcontroller', 'Humidity', 'Flammable Gas', 'Food Supply Chain', 'Shelf Life', 'Food Storage', 'Digital Signal', 'Food Supply', 'Air Resistance', 'Carbon Monoxide', 'Changes In Humidity', 'Emission', 'Gas Concentration', 'Sensitivity Of The Sensor', 'Soft sensors', 'Arduino', 'ML algorithm', 'Learning Algorithms', 'Hardware Components', 'Gas Sensors', 'Carbon Dioxide', 'Food industry', 'Input Variables', 'Safety', 'Logistic Function', 'Improve Food Safety', 'Sensor', 'Food Spoilage', 'Resistance Ratio', 'Supply Chain', 'Calibration', 'Rotten', 'Productivity', 'Management System', 'Reduce Food Waste', 'Humidity Levels', 'Temperature sensors', 'Food waste']",cells frequency antenna communication array,7,Telecommunication Engineering
727,Indian Institute of Science,France,0.005556324,0.005557184,0.005555774,0.005555838,0.304316267,0.005555964,0.005555693,0.651234417,0.005556206,0.005556334,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
728,Indian Institute of Science Education and Research Pune,France,0.005885009,0.198086188,0.460400217,0.005882952,0.005884842,0.00588388,0.005883992,0.005883571,0.300326079,0.00588327,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Particle and resonance production']",cancer health stress cell thailand,0,Medical Science
729,Indian Institute of Technology,India,0.007145138,0.007143627,0.00714336,0.007143267,0.007143712,0.007143048,0.007143261,0.007144179,0.459862722,0.482987686,"['Ultraviolet Spectra', 'Need For Alternatives', 'Piezoelectric Properties', 'Photocurrent', 'Electron Hole Pairs', 'Zinc oxide', 'Zinc Oxide', 'Ultraviolet Irradiation', 'II-VI semiconductor materials', 'High Temperature', 'Temperature distribution', 'Decay Time', 'Quantum Dot Photodetector', 'ZnO QDs', 'Structural Features', 'Photodetectors', 'Voltage', 'Metal Oxide Semiconductor', 'Silicon', 'Recombination Of Electron-hole Pairs', 'Elevated Temperature Conditions', 'Radiative recombination', 'Carrier Generation', 'I-V Curves', 'Ultraviolet Illumination', 'Photodetector', 'Earth’s Atmosphere', 'Spin-coated', 'Radiation Tolerance', 'Ultraviolet Detector', 'metal-semiconductor-metal (MSM)']",thailand social business based technology,1,Social and Business Studies
730,Indian Institute of Technology Bhubaneswar,France,0.005556137,0.801029645,0.15452277,0.005556036,0.005556657,0.005555804,0.0055557,0.00555576,0.005555662,0.005555829,"['Hadron-Hadron scattering (experiments)', 'Higgs physics', 'Photon production']",cells frequency antenna communication array,7,Telecommunication Engineering
731,Indian Institute of Technology Delhi,India,0.001887299,0.527123325,0.001886833,0.001886992,0.001886836,0.001887041,0.001886883,0.001886864,0.457781,0.001886927,"['Wireless Power', 'Non-orthogonal Multiple Access', 'Target Rate', 'User Selection', 'Quasi-concave', 'Energy Harvesting', 'time-switching (TS)', 'Orthogonal Multiple Access', 'Channel Coefficients', 'Channel Gain', 'throughput', 'Random Variables', 'Internet Of Things', 'Power system reliability', 'System Throughput', 'Highest Signal-to-noise Ratio', 'Probability', 'Internet Of Things Nodes', 'non-orthogonal multiple access (NOMA)', 'Throughput', 'Probability Density Function', 'Spectral efficiency', 'Information Transmission', 'Outage Probability', 'Energy harvesting (EH)', 'Unlicensed Spectrum', 'outage probability', 'Network Performance', 'Performance evaluation', 'Order Statistics', 'Internet Of Things Devices', 'User Pairing', 'Successive Interference Cancellation', 'Protocols', 'Communication Nodes', 'NOMA']",cells frequency antenna communication array,7,Telecommunication Engineering
732,Indian Institute of Technology Gandhinagar,India,0.920638551,0.001111161,0.001111221,0.001111231,0.001111293,0.001111198,0.070471737,0.001111243,0.00111122,0.001111145,"['Finite Element Analysis', 'Static Magnetic Field', 'Permanent Magnet', 'Power Factor', 'Flux Values', 'Fluid Flux', 'End Position', 'Torque', 'Finite element analysis', 'Shape', 'Illustrative Example', 'Stator Slot', 'Torque Ripple', 'Synchronous Reluctance Motor', 'Axially Laminated Rotor', 'Stator Teeth', 'Electromagnetic Performance', 'Mechanical Constraints', 'Design Process', 'Electromagnetic Analysis', 'Design Procedure', 'Field Lines', 'Copper Loss', 'Flux barriers', 'Software', 'Induction motors', 'Optimal Selection', 'Air Gap', 'Total Width', 'Saliency', 'Barrier Width', 'Number Of Barriers', 'Induction Motor', 'Leakage Flux', 'Transverse Laminated Rotor', 'Mechanical Integrity', 'Aspect Ratio', 'Geometric Parameters', 'Tooth Width', 'Rotors', 'Stators']",learning network data model neural,3,Artificial Intelligence
733,Indian Institute of Technology Madras,France,0.00555579,0.005556533,0.005555978,0.005556584,0.135071991,0.820478924,0.005556309,0.00555556,0.005555689,0.005556643,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Higgs physics']",control species activity antioxidant thailand,6,Environmental Science
734,Indiana University Bloomington,Thailand,0.0125,0.012500193,0.012500179,0.241244937,0.012500146,0.012500052,0.658754358,0.012500035,0.0125,0.0125001,"['Canopy transpiration', 'Evapotranspiration', 'Growing season', 'Pinus', 'Precipitation', 'Water balance']",vaccine learning drug thai molecular,2,Pharmaceutical Science
735,Indonesia,Indonesia,0.123704215,0.009091017,0.617877286,0.009091356,0.009092077,0.009092324,0.009092923,0.194774675,0.009091254,0.009092873,"['Kindergarten', 'Media', 'Task Scenarios', 'Effects Of Aspects', 'Assessment Criteria', 'Instructional Design', 'Black Box', 'Game Development', 'Aspects Of Efficiency', 'Usability', 'ADDIE Model', 'User Values', 'Relative Efficiency', 'Sequence Diagram', 'Quality Of Children', 'Learning systems', 'Efficiency Criteria', 'Testing', 'Learning Media', 'Unified Modeling Language', 'Usability Testing', 'Alternative Media', 'Function Tests', 'Game-Based Learning', 'Computational modeling']",cancer health stress cell thailand,0,Medical Science
736,Infineon Technologies,Germany,0.664165778,0.324874274,0.001369887,0.001370118,0.001369917,0.001370084,0.001369953,0.001369982,0.001370069,0.001369938,"['Manufacturing processes', 'Yield estimation', 'Density Estimation', 'Analytical models', 'Synthetic Function', 'Variational Autoencoder', 'Bayesian Optimization', 'variational autoencoder', 'Circuits and systems', 'Latent Space', 'density estimation', 'Generative Adversarial Networks', 'Posterior Probability', 'Multivariate Distribution', 'yield estimation', 'Yield Estimation', 'Latent Variables', 'Production', 'Normal Distribution', 'Integrated circuit modeling', 'Evidence Lower Bound', 'Adaptive Moment Estimation', 'Statistical Distribution', 'Hyperbolic Tangent Activation Function', 'Semiconductor Industry', 'Neural Network', 'Bayes methods', 'Kernel Function']",learning network data model neural,3,Artificial Intelligence
737,Infineon Technologies AG,Germany,0.611814527,0.378057183,0.00126622,0.001265899,0.001265896,0.001266104,0.001266204,0.001265896,0.001265992,0.001266079,"['Manufacturing processes', 'Yield estimation', 'Density Estimation', 'Analytical models', 'Synthetic Function', 'Variational Autoencoder', 'Bayesian Optimization', 'variational autoencoder', 'Circuits and systems', 'Latent Space', 'density estimation', 'Generative Adversarial Networks', 'Posterior Probability', 'Multivariate Distribution', 'yield estimation', 'Yield Estimation', 'Latent Variables', 'Production', 'Normal Distribution', 'Integrated circuit modeling', 'Evidence Lower Bound', 'Adaptive Moment Estimation', 'Statistical Distribution', 'Hyperbolic Tangent Activation Function', 'Semiconductor Industry', 'Neural Network', 'Bayes methods', 'Kernel Function']",learning network data model neural,3,Artificial Intelligence
739,Information System Technology and Design,China,0.0125,0.012500849,0.262501486,0.0125,0.012500927,0.0125,0.0125,0.637496737,0.0125,0.0125,"['Wireless communication', 'Tractable Form', 'Capabilities Of Devices', 'Simulation', 'hybrid active and passive sensing', 'Non-convex Constraints', 'Wireless sensor networks', 'Target Parameters', 'Integrated sensing and communication', 'Total Rate', 'Large language models', 'Array signal processing', 'Integrated sensing and communication (ISAC)', 'Internet Of Things', 'Edge Computing', 'Performance evaluation', 'Optimization', 'Multi-access edge computing', 'Edge Server', 'Signal processing algorithms', 'Sensor Data Processing', 'Power Consumption', 'Unmanned Aerial Vehicles', 'multi-access edge computing', 'Mobile Edge Computing', 'Beamforming', 'Communication Systems']",carbon oil acid properties kidney,9,Chemical Science
740,Inner Mongolia,China,0.824408476,0.002381151,0.002381057,0.156541666,0.002381289,0.002381379,0.002381185,0.002381005,0.002381391,0.002381401,"['Ring Topology', 'Ac Grid', 'Voltage Drop', 'Short-circuit Current', 'Dc System', 'Fault Point', 'Fault Occurrence', 'Direct Current System', 'Rated Voltage', 'Distribution Coefficient', 'Bus Voltage', 'DC Line', 'AC Fault Crossing', 'DC Voltage', 'Low voltage', 'RTDS Simulation', 'AC System', 'System Voltage', 'Modular Multilevel Converters', 'Short-circuit Fault', 'Negative Sequence', 'Flexible System', 'Control Strategy', 'Multilevel Converter', 'Power transmission', 'Alternating Current', 'Unbalanced Power', 'Fault Characteristics', 'Transmission System', 'Contact Resistance', 'High Voltage Direct Current', 'Power system stability', 'Negative Sequence Components', 'Resistance', 'Multilevel converters', 'Network topology', 'Output Current', 'Reaction Scheme', 'Fault Features', 'Short-circuit currents', 'Modular Multilevel Converter']",learning network data model neural,3,Artificial Intelligence
741,Inner Mongolia Medical University,Thailand,0.012500007,0.012500215,0.01250043,0.0125,0.01250004,0.0125,0.0125,0.393600029,0.012500048,0.50639923,"['China', 'healthcare utilization', 'rural residents', 'Smoking']",thailand social business based technology,1,Social and Business Studies
742,Inner Mongolia Power Research Institute Branch,China,0.001219938,0.001219879,0.001219762,0.001219707,0.155094716,0.001219625,0.00121965,0.020019474,0.81634759,0.001219659,"['Power transmission lines', 'Finite Element Method', 'Analysis Of Lines', 'Line Frequency', 'Shear Force', 'natural frequency', 'Frequency Values', 'Rational Model', 'Poles and towers', 'System In Mode', 'elastic boundary', 'Analytical models', 'Line Equation', 'Tower System', 'End Of Line', 'Finite Element Analysis', 'Differential Equations', 'Vibrations', 'transmission line', 'vibration', 'Finite Element Model', 'Mode Analysis', 'Equivalent Method', 'Finite Element', 'modal analysis', 'Natural Vibration', 'Vibrational Modes', 'Increase In Order', 'Differential equations', 'Transmission Line', 'Fundamental Frequency', 'Finite Element Method Simulations', 'Bending Moment', 'Vibrational Frequencies', 'Geometric modeling', 'Simulation', 'Vibration Analysis', 'Newton’s Second Law']",energy power voltage analysis electric,8,Energy and Power Systems
743,Inner Mongolia University,China,0.012500434,0.012500126,0.01250274,0.012501429,0.580240999,0.319747671,0.01250171,0.012503772,0.012500368,0.012500752,"['Robustness', 'Transition Probabilities', 'Processing Tasks', 'System Failure', 'System Resources', 'Offloading Decision', 'KubeEdge', 'Repair Cost', 'Collaboration', 'SARSA', 'task offloading', 'Task Execution Time', 'Edge Computing', 'Aging', 'System State', 'Distribution Function', 'Local System', 'Cloud computing', 'Transition State', 'Cloud System', 'edge system', 'Processing Time', 'Additional Overhead', 'System Configuration', 'System Performance', 'rejuvenation timing', 'Edge Nodes', 'GB Memory', 'Software', 'Processing Energy Consumption', 'Systems operation', 'Cloud Computing', 'Multi-core', 'Current Resources', 'Local Edge', 'Improve System Performance', 'Edge Server', 'Reinforcement learning', 'Task Offloading', 'Energy Consumption', 'Time System']",hiv thailand bone cells poly,5,Biomedical Research
744,Inner Mongolia University of Science and Technology,China,0.792957723,0.001111343,0.001111166,0.001111254,0.001111337,0.001111474,0.001111269,0.001111139,0.00111147,0.198151826,"['Robustness', 'Convolutional Layers', 'Images Of People', 'Density Map', 'Feature Maps', 'Crowd density estimation', 'Attentional mechanism', 'Receptive Field', 'Crowd Density', 'Crowded Scenes', 'Rapid Economic Development', 'Interference Problem', 'Network Modules', 'Vertical Coordinate', 'Real-time systems', 'Progress Of Society', 'Number Of People', 'Density Estimation', 'Convolution Operation', 'Spatial Dimensions', 'Crowd Counting Methods', 'CNN-based Methods', 'Sociology', 'Rail transportation', 'Number Of Images', 'Spatial Information', 'Background Interference', 'Crowd count', 'Deep Neural Network', 'Urban areas', 'Important Application Value', 'Feature extraction', 'Crowd Counting', 'Convolutional Neural Network', 'Layers Of VGG16', 'Population Density', 'Backbone Network', 'Robot kinematics', 'Regression-based Methods', 'Input Image', 'Feature fusion']",learning network data model neural,3,Artificial Intelligence
745,Inner Mongolia University of Technology,China,0.068411373,0.001563034,0.001562528,0.001562513,0.001562738,0.00156257,0.001562656,0.001562513,0.919087427,0.001562648,"['Genetics', 'Multi-objective Model', 'Multi-objective Genetic Algorithm', 'Biological system modeling', 'Decision Tree', 'Cancer drugs', 'Anticancer Drugs', 'Active Ingredients', 'K-nearest Neighbor', 'Safety Properties', 'Support Vector Machine', 'biological activity', 'XGBoost', 'Selective Compounds', 'Drug Screening', 'Method For Drugs', 'Machine Learning', 'Active Drug', 'Monte Carlo methods', 'Multi-objective Optimization', 'Objective Function', 'Properties Of Compounds', 'pharmacokinetics and safety properties (ADMET)', 'Multi-objective Optimization Model', 'Particle Swarm Optimization', 'Pareto optimization', 'Neural Network', 'Drug Development', 'Genetic Optimization', 'Pareto Optimal', 'Screening Of Components', 'Screening Mechanism', 'hybrid multi-objective optimization', 'Intelligent compound selection of anti-cancer drugs', 'Biological Activity', 'Random Forest', 'Drugs', 'Toxicology', 'Leaf Node', 'Range Of Components', 'Learning Algorithms']",energy power voltage analysis electric,8,Energy and Power Systems
746,Inria,France,0.008333492,0.116891436,0.126932611,0.008333492,0.008335087,0.00833339,0.008333497,0.008334138,0.697839377,0.008333481,"['Low Overhead', 'Discrete Fourier transforms', 'Time Domain', 'Inverse Discrete Fourier Transform', 'Frequency Components', 'Discrete-time', 'Moderate Confidence', 'Recent Approaches', 'temporal I/O behavior', 'Time Window', 'Measurement', 'Distributed processing', 'Confidence In The Results', 'Dominant Frequency', 'Discrete Fourier Transform', 'Outlier Detection', 'Aperiodic', 'Burstiness', 'Highest Contribution', 'Autocorrelation Function', 'Sampling Frequency', 'Production systems', 'Power Spectrum', 'Online Prediction', 'I/O prediction', 'Wavelet transforms', 'Outlier Detection Methods', 'File System', 'Individual Requests', 'HPC', 'Application Behavior', 'Merging', 'Bandwidth']",energy power voltage analysis electric,8,Energy and Power Systems
747,Institut Cavanilles de Biodiversitat i Biologia Evolutiva,Brazil,0.01,0.01000017,0.010000161,0.010000685,0.90999237,0.010000047,0.010000208,0.010001922,0.01000015,0.010004287,"['16S', 'barcoding', 'biodiversity', 'Bocas del Toro', 'Caribbean', 'Hydrozoa', 'identification tools']",hiv thailand bone cells poly,5,Biomedical Research
750,Institut Teknologi Bandung,Indonesia,0.004762145,0.004762415,0.004762038,0.004762228,0.004761905,0.004761934,0.004762004,0.004761963,0.004762141,0.957141227,"['Hydrogen', 'Reforming', 'Sewage sludge', 'Supercritical water gasification', 'Thermodynamic']",thailand social business based technology,1,Social and Business Studies
751,Institut Teknologi Sepuluh Nopember,Indonesia,0.081909682,0.010001546,0.010000099,0.58736917,0.010001613,0.010000029,0.010001026,0.260709941,0.010000396,0.010006498,['Not Available'],covid 19 analysis optical acid,4,Disease Analysis
753,Institut des Sciences Chimiques de Rennes,France,0.007694334,0.242304058,0.00769318,0.007692872,0.007692967,0.007692491,0.007693357,0.696150052,0.007692402,0.007694286,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
754,Institut fiziki vysokikh energii,France,0.002857645,0.002857231,0.974282316,0.002857271,0.002857334,0.002857579,0.002857338,0.002857277,0.00285813,0.002857881,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Higgs physics']",cancer health stress cell thailand,0,Medical Science
755,Institut fur Hochenergiephysik,France,0.004348606,0.004347889,0.151132936,0.004348116,0.097165174,0.004347938,0.004347981,0.004348493,0.122316985,0.603295882,['Not Available'],thailand social business based technology,1,Social and Business Studies
757,Institut za Nuklearne Nauke Vinca,France,0.005884055,0.005884973,0.005883821,0.00588253,0.005883412,0.695653104,0.005883498,0.005882771,0.00588364,0.257278197,['Not Available'],control species activity antioxidant thailand,6,Environmental Science
758,Institute for AI,China,0.005888301,0.005884917,0.550343605,0.005882761,0.005884423,0.005883045,0.402582244,0.005883431,0.0058836,0.005883674,"['Adaptation models', 'Standard Model', 'Attack Methods', 'Iterative Scheme', 'Region Figure', 'Random Direction', 'Black-box Attacks', 'Adversarial Attacks', 'Accuracy', 'Minimax Optimization', 'Empirical Probability Distribution', 'Auxiliary Model', 'Hidden Threat', 'Training Stage', 'Kullback-Leibler', 'Computer vision', 'Projected Gradient Descent', 'Training Phase', 'Regional Security', 'Attack Performance', 'Optimization Problem', 'Decision Boundary', 'Training Problem', 'Training Epochs', 'Robustness', 'Training', 'Adversarial Training', 'Deep Neural Network', 'Accuracy Of Model', 'Standard Training', 'Adversarial Examples', 'Local Information', 'Data Augmentation', 'Prevention and mitigation', 'Adversarial Robustness', 'Pattern recognition', 'Iterative Optimization']",cancer health stress cell thailand,0,Medical Science
759,Institute for Astronomy,United Kingdom,0.016667355,0.516667275,0.016666667,0.016669939,0.016666667,0.016668352,0.349991393,0.016666667,0.016666669,0.016669017,"['Cosmology: observations', 'Galaxies: evolution', 'Galaxies: formation', 'Galaxies: high-redshift', 'Submillimeter: galaxies']",cells frequency antenna communication array,7,Telecommunication Engineering
760,Institute for Clinical Evaluative Sciences,United Kingdom,0.196232121,0.009093436,0.0090911,0.562487879,0.00909447,0.009091879,0.009091713,0.17763402,0.009092361,0.009091021,"['Alcohol use disorder', 'Anxiety', 'Depression', 'Older adults', 'Prospective study', 'Psychiatry']",covid 19 analysis optical acid,4,Disease Analysis
763,Institute for Integrated Radiation and Nuclear Science,Thailand,0.007143097,0.169316441,0.00714312,0.007144913,0.007143028,0.00714331,0.007142948,0.773534061,0.007144905,0.007144175,"['Covariance', 'Flow regime', 'Interfacial area concentration', 'Rod bundle', 'Void fraction']",carbon oil acid properties kidney,9,Chemical Science
